entity	label
86190b53-4083-46f9-8452-10c00e215585	post-transition metals
ee1cb577-b723-4c7c-9cd0-a449b071266f	halogens
24478866-193f-45c9-ad6f-dc4586609d57	polyurethane
ded0e17b-d5a4-40f6-a84e-96b6e41d18bb	photocatalysis
7cd69a0c-8019-45e3-ae30-e133db6cb2ff	biocatalysis
a9c9dccb-6e6f-404c-937c-18d7fe4e245d	electrocatalysis
8cf6591b-082a-4b5d-9178-912736414c80	network security
46f52482-d4bc-4d44-9924-0bd242e3bcc4	data protection
97f141ac-4dce-4acc-87dc-77eb18e4beb9	cryptography
9e04f941-5c16-4aef-ae26-8f1db53f40eb	malicious software
8e8a7336-2c9b-4375-b8f6-171576f2dc06	access control
119b0e70-ed46-44ae-97e9-fe00411af08c	data exchange
a851ea76-73e9-4c50-bb22-82e9c9de3db0	data mining
00ec24cf-bc96-4a3f-9cf9-c0715e98354c	business intelligence
c846c02a-d89d-4919-9ce3-694915dd589b	big data
6de6dbeb-f200-40fc-b01c-09b01d153180	natural language processing
995f4448-d135-4ba0-925f-e7afa18a0d0e	data processing
527ab165-56f2-4020-8975-e7cd3f21d01d	machine learning
0e418e64-f616-451c-8c10-9b149724b841	computational creativity
179b5ccd-b066-4a3d-a60f-5d8dae645788	heuristic programming
c5e44bb5-1d79-44a9-8787-24d0cd1cf7fe	generative artificial intelligence
eff67eba-9af6-484f-9455-996c6e0e3e2e	frugal artificial intelligence
c3f7741c-652b-44cc-9062-491fc41aed2f	computer vision
cdeba421-3731-4be8-a49d-6616fb3a1c85	pattern recognition
24c2ff40-3728-4774-bc00-363bab563178	computational intelligence
effbda5e-4bd7-4256-b0ff-73a5934f0936	edge artificial intelligence
f066fc3b-3bbb-4137-8b49-b13f8f664dc7	expert systems
123e5118-1586-4a45-b4da-34583bd74940	ontology
a0e8e102-e50a-4883-a021-733345a8f1b1	software development
f025f4c6-13d7-4aed-a7c5-e9b465f72a50	software applications
bd465a67-08a6-4341-b833-aee6c5545f95	internet access
8614019b-15ab-41f3-99cb-d1234e9a33bc	internet protocols
d3fbe1aa-2e8b-4049-9894-a9980be71600	transport layer
63ebbf89-7534-4fce-a934-862ec77a822a	web development
b7e5f868-f011-45eb-9cc5-44d46f415a80	world wide web
b160ef85-1d08-4f45-9d3a-dbc21cd196d0	internet of things
981a4eb6-f63a-4360-953d-efe0ec861672	semantic web
69a9e932-c180-4c31-90b1-1c0ffec0001b	multiphysics
00401515-e61c-4f33-bcb0-33ff40c6aa20	relational databases
8acd4863-b16d-4a45-b4b6-88daf8dbd43d	non-relational databases
f3177515-65f8-41f1-b387-f5aebebcf17a	heredity
ded62481-ecc5-48e0-8d6c-8b99b5845053	nucleotides
b3a90d84-518a-4adb-b613-0e63f7582cba	genomes
fdfd4748-0385-46d7-8500-a59e8caa38a4	chromosomes
4f0cd12b-f068-4303-8b72-8d714f36f6a9	DNA
64c1ba50-4451-4845-ba27-b81b01583d18	genetic selection
9e3cada3-2cd1-4c90-b8c2-0cb98a892a97	epigenetics
2665d058-2dd2-4856-a34e-7a449952fada	mutation
7fd58960-5853-409b-bb50-fa1654f7bc3c	RNA
f2b83c17-acee-484f-bf99-d4769070e54e	evolutionary ecology
81f1f477-aa96-427a-adf9-7742a429899a	ecosystems
f9cbbc93-f86f-465f-b76a-834dd5d433fe	invasive species
223ea72b-9148-477b-84e1-513ec9d93c49	landscape ecology
ed046ab9-3b55-4ff6-85bf-0212bc4ddbda	microbiomes
3d2eea7a-35ae-44ec-81df-83e3238de646	virology
bce55415-258e-403c-b797-1e0ba2e3f5c4	mycology
b3bb49a1-354e-4f51-ab3d-09dfa0e3cc0c	bacteriology
9a512825-2fe5-4596-a0af-a157d819517b	protozoology
248e39b2-ff43-455f-8b47-514afe14b595	phycology
00bf0451-768a-448d-855b-8f45a401b488	mammalogy
3ff77f4e-20d9-4c0d-a50f-61415b404fae	ornithology
86246709-0490-46c0-99f6-4afe7d8b461d	entomology
05eef62e-ff73-4063-a93d-b5ca75112e12	ichthyology
cc14ea80-2d50-4e49-b4b1-b7cc6b5bfb75	invertebrate zoology
1bcb8843-403e-4eaa-83e9-98a09e091f18	metabolomes
4fcab395-f3b5-41c6-a260-6acd51de4741	biomolecules
4bb38ebc-c3c6-471f-9691-7f671c8842a2	cell metabolism
064cf349-7c62-4025-8874-b84a6a642a12	cell polarity
15701609-4c65-462a-b230-d362816906ed	cell signaling
c1ffa3c7-54c0-49e7-a617-718a62e6261c	ethology
a62d17ff-3fdb-4b69-a137-b13fb8899582	behavioural ecology
e157f837-ea12-40c3-be80-cc7e5e91ea07	structural biology
7e2ed2d0-d1fe-4e92-8a75-e2363e589b89	molecular neuroscience
df7b86b0-f489-4cac-9466-22ce145839b2	molecular genetics
dbdf902c-f6b0-4349-8428-128343d4c4fd	molecular evolution
d93d7f19-7965-430b-8d9e-80c0e4d57a9d	functional morphology
51a8c684-33c9-4e85-86e9-95f1e7b50f1c	comparative morphology
927ac971-50a5-462b-8857-8b6aa708c917	computational neuroscience
28391a47-6709-4ab7-9add-43f8c6b7d698	cognitive neuroscience
5f7e9d3a-3493-4cb9-8436-1e8b8ce3087a	dendrology
9bee140a-a951-4706-a5d2-d2a0822e10a1	arithmetics
4988e02f-0b78-40f3-a53b-2b67a4aae5aa	topology
40c5c393-e96d-47a2-b057-e823cfc1fa07	mathematical analysis
31d6cf37-e99e-4711-8d37-16e950d2aeb3	algebra
33efa520-dc3d-4898-905e-1c0016d1d6eb	geometry
99f792a4-fb82-4f84-98df-ff76d9f98f0e	discrete mathematics
9d9d0dd9-5fe1-4c9b-bef2-e93184ead881	statistics and probability
f646b1b6-0774-41fd-afb3-570c9832ed05	dynamical systems
2e05d5b1-76b2-48c9-90a5-6844940b91ae	mathematical model
8239a8d6-6ec9-416a-84ee-d1e55a0c194e	game theory
2ba1c7ad-2532-4cd7-8c5c-60f090a8700a	mathematical physics
a010f01c-4bd9-4bca-b568-0c1357034db9	numerical analysis
910aa765-51f4-4018-a308-c5bfd844eced	industrial crops
1a43fd07-63bc-4b62-aee4-71b3a9f91ccc	sustainable agriculture
b0a5e340-eff7-4c23-8db2-e82fb8b8e930	horticulture
8b55ce18-c92c-4191-8411-9a4f88cba105	grains and oilseeds
80742b2c-612e-4f18-a2e8-83bcdaa32ab2	agronomy
ac35f057-d98c-4af1-a3b6-202365b685f5	agroecology
2682c803-9280-486c-a919-5457c95475f2	silviculture
6a039bcc-11d6-4132-888b-3fd25127bb42	animal husbandry
6283539e-373a-4c38-8bab-6510f9ee479c	livestock cloning
39c4c0d8-230f-4212-8bb4-a090f6ea095e	plant cloning
6eb34fa9-e534-437c-a6c1-2051b6740bb9	epidemiology
49bd5122-c5d7-4ca4-b7fb-e5c6f3ded62d	occupational health
9ca92e56-2da1-4d52-a0dc-384fee40d4ba	RNA viruses
ec37d18c-7447-40c3-aa37-51384d0b3584	DNA viruses
3f74c7bb-2443-4074-a653-6689d73cc55e	malaria
f9e4f6a4-2322-405e-9d4f-98d688b21523	eHealth
b117f586-d557-4a28-af1d-38fe1756bcd8	family planning
c5a94d22-6942-4b5d-a935-c2affe0b13c3	sexual health
3db974b3-3197-453e-bf1f-208dcfc7e3e2	obesity
97a2bddc-7341-4a5d-95c3-b378ea8115b0	drug discovery
21f9da14-3656-47f3-8b52-c7f916e31e65	drug resistance
6fe0f83b-5fc4-4bf8-8fa6-3f035eb0768e	pharmacokinetics
f52713c1-c09a-4bab-bf96-be85005c3233	pharmaceutical drugs
7c6bb03c-2bb4-49e5-a4a7-4059d062f52c	drug safety
baa5b9e6-dd91-40e0-a23c-334a843163f3	adverse drug reactions
89254312-aa1d-4215-9c20-f7ae4f9936f5	homeostasis
bcce2db4-9d84-4023-8563-8cfe8c094a79	cytology
64992e3b-ceb3-482e-af46-3b8507dbda60	pathophysiology
79935d19-dc93-4211-b42c-af3c4df12290	immunotherapy
e0ae867b-271e-4803-87e4-0ad02ceaa0fe	autoimmune diseases
75f729e6-2d55-4b2e-9780-85002f7eaa47	immunisation
31289d4e-a909-40ee-be7b-109398466268	dementia
06991033-2b55-479b-be18-da92f56c0eea	stroke
45995f37-1362-414e-970f-7fcca98b779c	muscular dystrophies
641139ad-60e2-4a06-85c6-39b16919dc9f	parkinson
2c5ae411-acac-405c-aa67-8940ff439ae3	epilepsy
36ec67f3-8a94-4b35-84cb-4fe718a99eec	multiple sclerosis
e68d8856-0a97-4b9a-8bb5-5322d8fad2cf	amyotrophic lateral sclerosis
22d7f866-475e-4665-b173-d6e7b4a1260f	fetal medicine
9b1ede6e-993a-494b-a695-155ae8a40ad5	childbirth
56cf33c2-b331-4eac-9663-ab0557d20b1c	postnatal care
3d1728d6-e584-452b-9784-69afcbde53cf	periodontics
f4b43889-2563-4b75-bf8d-eff41cd43622	dental implantology
1e8240f2-c719-422e-aaa7-dc53a545df81	orthodontics
2d6d8b14-174f-465e-b9bb-d60436b60b29	graft versus host disease
c1ac52eb-5dd5-442f-902c-c608d99c9314	paediatric cardiology
7d36985f-2880-4ae4-91e8-082c08876f9b	cardiovascular diseases
38815ee2-9bc9-4b76-a62b-be5a1bf832b6	diabetes
c934fb19-5ecf-434f-bb0b-9d2afb0c9bca	retinopathy
80f44c1c-1abb-4460-a546-f345aba48b4c	glaucoma
a5b2c327-bc16-438a-9733-038c2a11f544	strabismus
2a0db33b-5d6e-4549-bd58-76c4c067f6e2	tuberculosis
c26105fa-2559-4130-a0a0-0b403e638c15	asthma
0098835d-37c8-414a-b147-d8d3d11aa64b	renal dialysis
533e6923-ce7b-4b03-856c-af4478a48c00	kidney diseases
bc2485e6-15a1-48bb-ac0b-17aa35fd1555	vascular diseases
8f2096a9-b9c3-4d09-96eb-65c94dbfa770	cervical cancer
13725a4a-8f04-4bbd-97bf-7d8f952aca38	head and neck cancer
6c982cd7-7f9c-4cde-8a3e-b40a226bc313	liver cancer
63de85eb-0374-4e72-9e0b-9d74cff0b3a9	bladder cancer
76b8bb97-5fc8-4ad0-b2c0-a14e100ca10f	pancreatic cancer
8231b087-2b26-40fd-a239-d42c8f62f678	skin cancer
6ddc211a-d224-4b46-9d2e-88746dc36ef7	colorectal cancer
437c1f4d-96f4-4721-9194-455037fa37fa	leukemia
b8c70f77-deaa-4f3c-926c-f2fb369ba878	prostate cancer
36ec31ad-2714-489d-b8b4-5053fa4b4297	breast cancer
d7d4fde5-4c94-491b-b655-f40ea194f8bf	lung cancer
843a5e98-b9bc-4997-9f88-0ca20b92dc76	surgical specialties
186e9994-7c1c-44c1-a1e9-ff90e8593184	robotic surgery
2a2defa4-7b1d-4f73-89ea-208543d26d2b	surgical procedures
37b7ef11-9920-4f87-b743-83a49c4aee86	inflammatory bowel disease
0a1f65d3-ff59-400c-9411-589f14b7d5f1	posttraumatic stress disorder
0306abc2-9dc2-4c34-a8b1-8d6c3674d5ea	sleep disorders
7dcdb675-5d9d-4e9f-8e43-f712c24eff70	obsessive-compulsive disorder
07908adb-b5e2-45ff-bc5a-84f0061ee96d	schizophrenia
0212589d-84da-40f5-a8a4-384909a60e39	anxiety disorders
c11b78af-7d13-49d2-82d1-eefcd44f2ee4	nuclear medicine
373e31b2-e888-499b-809f-80c86daeff77	drug allergy
963b6046-fbf4-4d13-920c-de3cdf4aec8c	food allergy
f39a5a59-d030-4697-aa22-29fa23291434	reproductive medicine
60f1cfbf-a341-4f77-b74d-8742f867c0ae	gene therapy
0cb1d432-f934-49dc-bab4-22b6ce4b1327	bioartificial liver
930e5ede-15a3-42f9-82e2-500b248f0443	artificial pancreas
be3a32f7-56cb-4d5e-b406-dbb18a258fae	artificial bone
f979a05c-d548-460a-a775-cc96d75b6585	breast implants
bda93eee-eaf5-4657-ba47-e8d1560f878d	stem cells
76615299-c145-4bcb-b2ac-89afca063f76	organic amorphous solids
7a438edf-2d2c-4681-8657-9f4b1c1547d5	molecular amorphous solids
41df2551-e670-4398-a74a-dd5c58476f70	inorganic amorphous solids
1a7b2a3b-0606-418f-b6e0-5f72df7a3f4b	amorphous semiconductors
c065daf0-95ca-4845-8ab3-3234a3959b31	amorphous metals
1ea60a58-ebcd-4bc3-9c90-136f9ad68d16	biocomposites
d8bd4a7a-de17-43a9-bfb1-1b94244d2b14	carbon fibers
b27923b2-a81a-4452-9f83-d36560862927	glass fibers
6537f2e2-82fd-43a9-97b4-90b2d7be2d7c	port and harbor engineering
793e0287-abe0-4776-a2ae-bbe02278e5f9	highway engineering
8f03620d-c94b-44d7-9778-a2f7bd325414	railroad engineering
4775cf31-fe0d-45e5-b90a-8b5e78014b64	airport engineering
def14567-b1dc-4d54-b49b-3e3c59193839	earthquake engineering
d93ad0fc-d33c-4327-8525-6e40f0ffeb65	hydraulic engineering
06109c22-82cc-4ba3-a0cd-22e516f18f66	structural health monitoring
d09f4eed-6861-497a-8c31-2451de4198cb	irrigation
143d188d-70b4-456a-acde-7ecff3584dc7	urban drainage
823fc6a3-11f6-4d98-a220-0ea8db1ea48d	ocean engineering
d159888a-76bb-4998-816d-6dabfe5df913	coastal and estuarine hydraulics
a039a9e8-4380-4e34-8ee5-b54465ca8fe6	water supply systems
ece8d70d-2311-4d6d-ae12-473fc5c09a5d	sustainable architecture
bf1ab80a-e421-453b-8a26-efffe882b004	smart cities
1198b23a-f82f-4189-8778-d9a742430a0f	telecommunications
639d0234-14fd-43b2-b590-543b94c95aa2	sensors
4f88813e-8fbc-424d-bf2f-316c50684e7c	analogue electronics
0cd8fe36-dfc3-43cd-882a-5dade629fe25	computer hardware
f688c719-b99d-4140-874b-574380f66398	robotics
c18ce2ec-e8f5-4574-9fb7-5399b425410c	signal processing
d086d147-50e3-443d-b8a1-4a610f9fccdd	digital electronics
7b79e4a2-5d2a-453f-b277-dda80eccf0d0	control engineering
1d567f6c-e6c1-4742-8d45-dad617ef0dfd	control systems
e7264d76-d85b-474f-a0c4-a4cf98f198df	power engineering
afeba4e5-b96e-43ed-b7c5-7c2b33546394	piezoelectrics
17b7bbad-4972-4fe7-aa3c-cbd21809f0bb	electric energy
b82f7514-33ec-4fea-a73b-25c689268165	ecological restoration
ed8b88dc-3bab-41f7-88d5-d61486fa19a5	climatic change mitigation
e1513400-d6cf-44d5-b0dd-e3f2f8a38e95	nature-based solutions
c3f2d6d8-316f-4fe7-b8b2-fd6eec8d3fdd	habitat conservation
d64a69de-a6a8-4a85-b696-afe9807ae481	green infrastructure
6e01384f-e19e-4295-a656-a59ec98c5231	climate change adaptation
22ea0d5d-4358-4568-8c42-c728869ba3b9	renewable energy
5c266dc9-1682-4717-848b-9628ec8274f4	liquid fuels
75c3d647-f4fe-4906-abfb-62aa052724b7	fossil energy
7dc05f81-dc62-4d77-af5d-8283b58fa184	energy conversion
c1a06cd6-be85-4b13-ac12-83c09230db88	fuel cells
8a35026c-af71-4e24-8d3b-688d2365635c	biomass energy
2ecb7a30-7d1b-47b0-98b6-979ff4f8d90d	nuclear energy
6772a809-fa3f-49b6-b82f-d2e82a96e44d	synthetic fuels
8053ae82-f945-405e-948b-6c4f09348722	waste treatment processes
003461b1-d367-4c84-b5e4-ab5e4943437d	land management
c68c731d-91e2-4421-9ac9-87decef3c6ae	water management
ffc3e032-af19-4cba-885d-737f1f777d73	rare earths
90308d03-64b1-42e3-867b-db8a5024bdb7	wastewater treatment processes
7830c46f-4ad5-4c75-93fa-76d843e39fb9	drinking water treatment processes
f08d8dbc-70a6-4d8c-8f83-62e58a17bf2d	food safety
2a8a395e-1907-4b74-8611-a2435bb6d7a7	food packaging
f6951c79-0493-427a-a82f-0cba8f550dce	nuclear waste management
c320c0d3-5476-4161-a920-1c1e6b13263b	organ on a chip
279af454-ddf3-4bc0-a084-5aa24550780b	lab on a chip
633b43c5-b5f9-41c9-984a-8fcc99f924b2	molecular engineering
6b4f284b-6a4b-466d-a600-812ac17321e6	bioplastics
857b60d8-4b5a-41ef-9bd8-9c1e62815ab3	biofuels
c935ff67-db21-4ea5-a2f5-6438712bd3ba	fermentation
5ae7bd70-d708-4d9c-b090-083a42d44632	naval engineering
f4cb5fb7-3942-47b0-855c-3d9fca817513	automotive engineering
b400cbdb-9e22-43cf-8933-0e034a0a5871	aerospace engineering
562b69f2-7c20-4708-a137-55a458bca7cd	heat engineering
519ffb0d-3c16-4f20-a628-579ed57942d8	lubrication
f26d918d-0024-4d97-ae6f-f8be85182f95	additive manufacturing
e4181c57-5f93-46ed-91b9-9e3d1249f407	subtractive manufacturing
b0acefb3-6602-42b2-a6dc-28f3629c31ae	product engineering
ecd015dd-d7df-45fe-99c2-c9a51f95206a	two-dimensional nanostructures
91ce660c-d914-4d49-9ed2-612de54e6196	nanocrystals
9bd2c99d-daf4-492e-9dad-5ac18bd42c3a	bulk nanostructured materials
909aa237-d251-4262-81c2-fb5e21365f90	distillation
188c4e44-9851-4a16-a960-85423574f287	desalination
3f64adaf-451f-4c57-806c-1174ed834c6b	phytoremediation
be2e326e-0fdd-46e2-a12b-626fab8cf103	bioreactors
7b002931-b33d-4f72-87db-4ae7db02e938	bioleaching
e97c7554-f2ef-4370-b7e5-8e60874c6a2d	compost
06ffa531-7258-46e4-ad8e-746bc1a552e1	computed tomography
4149c404-cb51-4f7c-93f2-cc346e8c9c98	magnetic resonance imaging
d4f985c0-361e-49bd-af0f-9c7e6d95585c	x-ray radiography
e49a82ce-eac2-4f85-ba01-b88e673b4a2c	laboratory samples analysis
052af83f-414d-403b-ba9c-e08d8151bac8	diagnostic technologies
ba7388fc-bbe6-4020-b086-8dd2a520541c	crisis management
e0088e73-285e-426b-845f-25928936aced	taxation
c9728fbc-c15b-4a5f-b343-a85c76601a3c	public services
4596682b-a138-4bb2-9414-6c9f9056401b	environmental governance
d75a4a3e-f257-4778-a3d5-8122cf3185f9	gender equality
d3f0af2d-147b-46d1-a9fa-ba7e664a4b09	women’s studies
e7b9a22b-8915-4a56-a5e4-b2670cf2fd6f	social inequalities
48e57e4d-5e3d-4311-b7e0-1b44f5c7d2a0	unemployment
b3f50d81-920b-4d14-b61c-6a82c3981743	corruption
9bda1c22-12be-4dbc-a02f-5f6a052488dd	automation
44ff5565-9342-4222-8270-64c574ed0180	fertility
ef2102df-213d-46f1-9114-4c8d5c3ec7c7	census
4f546680-d48b-4c0d-9c81-9870b0a16c32	human migrations
12a21821-c00b-40f4-b3aa-6703dcc43a90	mortality
c86017cb-7116-4ef6-8961-2ca63e96a048	science and technology studies
5ccf6af3-d065-49da-bef3-9cd7f50c15c6	cultural anthropology
f67fcfdd-4265-4d1a-b065-17aa2492180c	physical anthropology
3371b6e1-8aba-4121-b87f-eae0262ce5b4	ethnology
44dfe719-40b0-4d63-a0b1-8602905b26f4	social anthropology
cf763962-65d9-44ae-beb5-1bdcb7782839	innovation management
a37029a2-f8ab-4d2a-a121-0f4a3f3a9ce6	employment
a7845a83-9aa1-44f7-b6a1-4c7912daed0f	entrepreneurship
f6134721-35b9-4146-9908-3384940a1dc7	business models
26f65f92-419e-4cd5-be23-bdfc1085204b	commerce
a7b788e7-77f8-466a-863a-03e8ab625184	health economics
110fd131-cade-4ced-af28-a67791353e54	production economics
d0c600e4-4c54-45fb-a9c5-493a9467274b	monetary and finances
9c45a69b-705d-491a-80db-45a0a0c2bc20	macroeconomics
17439090-a52c-4460-99ac-84f5454af69f	sustainable economy
1f4d4813-3250-49ec-acb8-58c274e95afc	econometrics
70c05ebc-69dd-434b-a898-a9b8d6b3bbc6	political economy
9c69afe0-f2e5-4ac8-9aba-590b0e1387f7	microeconomics
ed0b84bf-f7c8-4ceb-afc3-8e9542590505	bioeconomy
ef5a7186-be0b-490c-850f-3b94fbe329e1	navigation systems
b5b82682-09a9-4cfd-a768-0d1b08e455ce	sustainable transport
3383c074-01fd-495a-b6ab-66db4d63d3c7	electric vehicles
981841ac-a1e0-494f-b14e-2fbdf5db764a	transport planning
db439a5d-5a72-4293-a52d-5629f34c4698	freight transport
342a248a-2ce3-4496-98ba-8a250cd05c2f	public transport
5592e1b1-7626-4d34-8884-131279754e4a	social aspects of transport
a708050b-3b9b-47bb-86cb-2737aa0e0cf4	human rights law
ace9a277-0a73-4d3c-8728-3b0279a4b069	human rights violations
da44150d-4cff-45ba-8a81-12023a679ac3	international protection of human rights
7f6f9d2d-c94a-4d5e-bfd2-76dbd4df61e0	regional human rights
d10d2908-8f22-4ff5-ae9e-a421a66de2f0	democracy
eee4c3b8-f7ac-4b04-b8d1-efaf29cd5922	e-governance
76b84d0b-8236-4620-bff8-b3d6713eeef7	bureaucracy
c4a6d777-1ac8-4d94-b30c-b1a8dbfd95e0	civil society
9c1581ad-e871-4ab8-ac20-da03fa03d202	public policies
0bd504f3-6633-49aa-973b-cbed464fb259	foreign policy
81b1229d-6702-4bd1-af1a-4b41e7ea26aa	riots
3d4bb92f-d3cb-4991-a0ce-91d200f4ffad	armed conflicts
f356d41a-8770-4478-a884-1b2630e696a9	terrorism
052e3c82-191a-4cdd-8547-a6e2400d8b99	revolutions
74cf912c-1727-4d3f-8d17-13f821a61783	elections
29f35f44-ea1a-4595-afae-735d0455cd55	mental processes
4572e164-3bd5-4af2-837b-6b617fc3a7b1	psychoanalysis
045a61fe-3682-4fbb-b03c-92227e64bbf0	inquiry based learning
a4be32e3-ea22-449c-8a8f-60138c997798	active learning
fc6fade5-a32d-484a-b439-6a49971f1596	development theories
bb5cfed3-cce1-4fe2-a4be-f2faa7337660	social developments
1e67c9c9-9aa8-49a2-9fdb-7c6d4f6a27fe	development economics
2d6ffa80-5b22-4fa4-8633-7108a656d7ab	literary genres
8e55d01a-cb14-47ae-ac44-4522adf47258	literary theory
354e2996-f491-4fde-8b15-19bb7542cd72	history of literature
5dd6d1cd-a750-48bf-8b3f-11e2fb8ed277	phonology
944b6ec9-f4b6-4261-b6a5-cbbaf96a19d7	phonetics
c0a82d49-78a7-4d4a-9d04-db0bb984a6ba	sign language
7f1915ca-1b47-4a79-8765-f4f332c70d67	contemporary history
96a1cc90-1742-4ae9-ab8e-346215b99e4d	ancient history
1961db3b-4f6b-43b7-b1b3-aaffffaf1c6f	modern history
7570d850-8c2e-4d28-876a-3dafdb3a1e3d	medieval history
fade9595-da99-4b29-b19d-3012ed63c51d	prehistory
1766f012-e5bd-4def-850c-ca9f86341f61	ethnoarchaeology
b5dc450e-8b42-4353-91fb-0321d78ce0e7	bioarchaeology
ff6d7f08-d7e1-4e6a-8732-78846eb70563	underwater archaeology
0b7ef923-ea48-47bd-a5f1-2c5b18f53d20	archaeometry
1a59a9e6-9057-4316-a657-e1af02941d8b	cinematography
ebd697fb-51fd-479e-bbb8-11512081039c	radio and television
7ea71f6f-fc2d-4dcc-a1a3-5b324895dcc7	dramaturgy
dd1e4264-3e3e-4b01-951e-27064d561456	ethnomusicology
9523c8f0-e142-40fe-9ced-571469d279ae	popular music studies
17849784-ab0a-4622-9678-19c11f64c0d2	history of philosophy
a3229292-9723-4148-802c-478f0bce0b06	philosophy of language
a5377468-cbc4-4a5a-952e-c926524bf498	metaphysics
2644fa0b-71fa-4676-b033-1ee21ddf6cf7	political philosophy
a15ee526-3068-4a63-a064-eced44be0dc8	epistemology
c6fde28f-cfee-4e5a-abf7-94259a77cf47	islam
d36f5888-69ae-43f4-b91a-8e9a92645f2e	christianity
7dc51b0d-9ef7-4813-97d8-eb1c5c88286c	eastern religions
7d323c4c-2cbf-464f-ab49-3525b0d37d9b	judaism
6b3cc21c-15c1-46e2-acbd-7a79c5087136	ethical principles
5a60af95-d2da-4703-845c-30966147de58	ethical theories
4d28a639-cc74-44b5-bb42-adb66664c192	public libraries
0627c833-88fb-4bbd-86b4-1eb20529fb17	digital humanities
5b42bcd0-ed4d-4991-af0b-70b7465237aa	knowledge organization
bb4b7d56-0657-40f0-a445-d65be648f439	scanning tunneling microscopy
83e5b6ce-71db-4adb-a366-e7b587841d77	confocal microscopy
0b516ce2-ea6c-4ae4-b742-a8a3623e8c81	super resolution microscopy
81c628f1-5365-4517-ae99-a6bdcc65ba24	electron microscopy
0ad73f36-1d96-4f3a-9e9c-721382a2ff1f	fluorescence lifetime imaging
623da52d-1079-4ebc-bfe9-3072181d2808	absorption spectroscopy
bcd9f234-d312-44a6-8162-f2422a079b6d	emission spectroscopy
97641f33-3eb3-42c3-b407-62bf12ea435c	pulsed lasers
d88ed947-a321-491c-9a27-3ab1f87fecde	ultraviolet lasers
e7aa2ef0-5593-4e92-9c31-1d6dd03c4743	ultrafast lasers
02fb94bf-d412-425c-8f85-f9b9d5068268	planets
ec42c1af-69f5-4d98-ad25-529315c5ffe0	planetary geology
9a10dcd1-7374-4c9d-ae6b-58514fb4d9bf	comets
0f8ac241-4880-48e2-a33e-90a852485606	celestial mechanics
174096ac-5f6f-4ce7-a4bb-675c8e06fc83	natural satellites
c48deefc-fed3-4f33-b820-0fcbcc1caa69	meteors
4cf432e6-b08b-41ed-b2b1-b18a4be23fc8	meteorites
ad1496a3-284c-47e4-a3e3-4c8ff1e33214	asteroids
1ea75d5f-7e91-4786-8314-0a330e6e5b55	big bang
d571b72b-ab13-4b0a-93ee-3648be4fef7e	galaxy evolution
0726953b-c47e-4530-803f-7813a0d8cbb8	neutron stars
1502e29e-286e-427b-8ccd-7716c8c5c26b	white dwarfs
ea386eb7-36de-4820-931f-ee2c873df030	supernova
754b076c-1de8-4a80-bacc-4c138ea3cc93	asteroseismology
2d35ad56-8878-4c11-a09d-8246ac5dea99	x-ray astronomy
0c6b84cc-3887-4838-b7a3-4c799c1bee52	radio astronomy
cbcdfb1b-ffce-4e89-ab76-6b55a7ab92ad	infrared astronomy
cd9d6c59-4bf8-45cc-8a9c-8e465d2e526d	optical astronomy
91fd36c0-639e-4a44-9dd6-056ebce415db	gamma-ray astronomy
8641f278-288c-4f41-981a-6b2aa305fef1	gravitational waves
3542e9d6-0f45-4205-99b4-24d2fe0d0c83	black holes
74836c15-ffba-4c45-acb1-49a8c4b14f9f	dark matter
6bfdc366-a5da-4ae0-8882-2fe67713f7e0	solar astronomy
4e048a35-4aa2-4bc0-9d83-5ca43f21bf17	solar physics
63844c95-4241-4571-9904-bd2045238baa	molecular spintronics
28136854-f59d-46ad-9b4f-cdded6b5a247	photons
744ccb87-b5ad-4fe4-b591-e7166547d861	neutrinos
db54bec8-9f65-4fe5-a8ba-b043e5640a4b	w bosons
b9f9c29f-8728-4f62-b69d-d671b76dba67	gluons
179fda69-4962-433b-8b92-9261768e79ed	fermions
62957fed-7e70-419b-b37c-2d84e56d1ec2	particle accelerator
e83e8743-7c9e-4541-b224-66eb811f2505	quarks
926e3183-0e06-4847-b02f-cd4f7e2d9ad6	leptons
065f3ec8-0a76-4d0e-802f-94386c548c7a	z bosons
483253a4-6001-4040-8f87-ca432a607497	higgs bosons
25c33f15-8e57-4382-b4ce-67cd19710a5d	fodder
636e3522-1ee8-40e5-bb54-517b556edc50	greenhouse horticulture
22838313-b78b-47ec-b868-9028e48adb3f	vegetable growing
24afab4c-2db7-4e8e-a816-bb1914e35abd	urban horticulture
d697db59-b9cc-484d-b456-1cc5c43e2a17	viticulture
b5b27faf-a0af-4911-9268-f1e6738f0fb4	fruit growing
3cfe854e-4602-4cef-b292-b95b62cc9439	floriculture
1cf45c83-9ed1-40f7-9bf4-8db30b504c1d	arboriculture
6da5976a-2aae-483c-92e0-1ece066c7151	oilseeds
56802e0d-f86e-47f9-9418-c9b35c3e4046	cereals
e3f2bc90-0287-4162-82d6-b9c991c6513b	legumes
23764a76-2c59-4320-9cc2-06a6325ee4ae	plant protection
607e20c2-2a26-4113-ac15-b0bbca25a5de	plant breeding
d20088d3-fbe0-4a35-b4f8-3b9249447002	root crops
2c25a171-70ce-4460-85c3-bb928ac13ccd	coppicing
8d4d41ab-8df4-472d-a11c-d1c4f76cf7c1	exposomes
